439111.4;4476921.6
439397.4;4476972.2
439444.2;4476847.2
439443.8;4476656.8
439421.7;4476547.1
439317.7;4476459.8
439447.6;4476563.5
439315.3;4476467.3
439194.4;4476326.2
439192;4476224.3
439601.9;4476056.2
439465.3;4475925.5
439662.2;4475920.7
439754;4475969.4
439755.6;4476070.6
439789;4476209.2
439664.1;4476354.6
439669.5;4476438.5
439786.3;4476457.2
439677.9;4476505.9
439766.8;4476582.1
439522.1;4476733.8
439727.3;4476714.5
439960.8;4476696.2
439947.1;4476756.3
440239.8;4477203
440377.9;4477056.1
440488.4;4477162.2
440510.8;4476526.6
440405.8;4476393.6
440419.3;4476462.5
440422.8;4476541.6
440136.2;4476289.2
440450.6;4476397.5
440846.9;4476466.3
440632;4476135.6
440137.1;4476221.6
439865.8;4475888.5
440853.9;4476070.6
440536.9;4475992.5
440479.1;4475807.3
440618.8;4475744.3
440480.6;4475811.6
440581;4475904.4
440771.9;4477422.4
440975.6;4476944.4
440692.7;4476634.9
440749.1;4476590.8
440839.9;4476798.5
441181.4;4475779
440837.8;4476890.2
440810.7;4475677.9
440561.3;4475851.9
440457.2;4475827.3
440462.5;4475801.3
440462.8;4475785
440053.3;4475712.7
440165.2;4475724.1
440179;4475771.4
439854.1;4475824.7
439729.9;4475953.8
439503.6;4475924.9
439495.9;4475845.7
439577.1;4475774
439507.3;4476004.5
439214.8;4476061.7
439122.8;4476181.6
439202.4;4476320.6
